ip,urllenth,subdomainlength,lenghtratio,shortened,@,//,-,subdomains,other suffix,URL Entropy,Nan_entropy,tld,httpsurl,suspiciouswordcount,freehosting,websitetraffic,statisticalreport,Result
1,-0.36,-0.17,-2.12,1,0,1,-1,-1,1,-0.83,-3.48,-0.48,1,-1,1,-1,1,-1
1,-0.24,-0.15,-1.6,1,0,1,0,0,1,-0.74,-2.6,-0.01,1,0,1,-1,1,-1
1,-0.64,-0.43,-1.49,1,0,1,0,0,1,-0.81,-6.56,-0.48,1,0,1,-1,1,-1
1,-0.49,-0.32,-1.53,1,0,1,-1,0,1,-0.83,-3.48,-0.48,1,0,1,-1,1,-1
1,-0.61,-0.26,-2.35,1,0,1,-2,-1,1,-0.86,-3.61,-0.48,1,0,1,1,1,-1
1,-0.29,-0.1,-2.9,1,0,1,0,0,1,-0.79,-2.06,-0.48,1,0,1,-1,1,-1
1,-0.49,-0.11,-4.45,1,0,1,0,-3,1,-0.88,-4.02,-0.07,1,0,1,-1,1,-1
1,-0.3,-0.17,-1.76,1,0,1,0,0,1,-0.75,-2.6,-0.48,1,0,1,-1,1,-1
1,-3.57,-2.91,-1.23,1,0,1,-1,-5,1,-0.95,-11.29,-0.67,1,-1,1,-1,1,-1
1,-0.22,-0.17,-1.29,1,0,1,0,0,1,-0.79,-2.09,-0.01,1,0,1,-1,1,-1
1,-0.88,-0.7,-1.26,1,0,1,0,0,1,-0.85,-6.16,-0.48,1,0,1,-1,1,-1
1,-0.24,-0.09,-2.67,1,0,1,0,0,1,-0.81,-2.09,-3.39,1,0,1,-1,1,-1
1,-0.34,-0.17,-2,1,0,1,-1,0,1,-0.83,-3,-0.48,1,0,1,-1,1,-1
1,-1.14,-0.91,-1.25,1,0,1,0,0,1,-0.93,-4.44,-0.48,1,-2,1,-1,1,-1
1,-0.33,-0.25,-1.32,1,0,1,-1,0,1,-0.84,-3.51,-0.02,1,0,1,-1,1,-1
1,-0.6,-0.41,-1.46,1,0,1,0,0,1,-0.83,-6.13,-0.48,1,0,1,-1,1,-1
1,-0.32,-0.22,-1.45,1,0,1,0,0,1,-0.8,-2.09,-0.48,1,0,1,1,1,-1
1,-0.56,-0.26,-2.15,1,0,1,0,-3,1,-0.89,-4.54,-0.45,1,0,1,1,1,-1
1,-0.22,-0.14,-1.57,1,0,1,0,0,1,-0.72,-2.6,-0.01,1,0,1,-1,1,-1
1,-0.35,-0.23,-1.52,1,0,1,0,0,1,-0.79,-2.6,-2.62,1,0,1,-1,1,-1
1,-0.37,-0.2,-1.85,1,0,1,0,-1,1,-0.86,-3.08,-0.48,1,0,1,1,1,-1
1,-0.31,-0.11,-2.82,1,0,1,-1,-1,-1,-0.82,-2.97,-0.39,1,0,1,-1,1,-1
1,-0.7,-0.11,-6.36,1,0,1,-5,-1,1,-0.88,-4.56,-0.48,1,-2,-1,1,1,-1
1,-0.31,-0.09,-3.44,1,0,1,0,0,1,-0.8,-2.09,-0.15,1,0,1,-1,1,-1
1,-0.28,-0.16,-1.75,1,0,1,0,0,1,-0.78,-3.11,-0.48,1,0,1,-1,1,-1
1,-0.47,-0.38,-1.24,1,0,1,0,0,1,-0.83,-5.1,-0.48,1,0,1,-1,1,-1
1,-0.36,-0.1,-3.6,1,0,1,0,-1,1,-0.78,-2.57,-0.48,1,0,1,-1,1,-1
1,-0.23,-0.1,-2.3,1,0,1,-1,0,1,-0.77,-2.48,-0.48,1,0,1,-1,1,-1
1,-0.47,-0.31,-1.52,1,0,1,0,0,1,-0.86,-3.68,-0.48,1,-1,1,-1,1,-1
1,-0.49,-0.32,-1.53,1,0,1,0,0,1,-0.95,-3.19,-0.32,1,0,1,-1,1,-1
-1,-0.37,-0.25,-1.48,1,0,1,0,0,1,-0.84,-4.02,-0.5,1,0,1,-1,1,-1
1,-2.62,-2.43,-1.08,1,0,1,0,0,-1,-1.17,-4.95,-0.17,1,-1,1,-1,1,-1
1,-0.48,-0.23,-2.09,1,0,1,-1,0,1,-0.9,-3.48,-0.48,1,0,1,-1,1,-1
1,-1.06,-0.7,-1.51,1,0,1,-1,-1,1,-0.9,-5.23,-0.48,1,-3,1,-1,1,-1
1,-0.85,-0.58,-1.47,1,0,1,-1,-1,1,-0.94,-5.24,-0.5,1,0,1,-1,1,-1
1,-0.27,-0.11,-2.45,1,0,1,-1,0,1,-0.79,-2.97,-0.48,1,0,1,-1,1,-1
1,-0.64,-0.42,-1.52,1,0,1,0,0,1,-0.91,-3.68,-0.48,1,0,1,-1,1,-1
1,-0.45,-0.22,-2.05,1,0,1,0,-2,1,-0.81,-4.05,-0.32,1,0,1,-1,1,-1
1,-0.93,-0.74,-1.26,1,0,1,0,-2,-1,-0.9,-8.4,-0.03,1,0,1,-1,1,-1
1,-0.25,-0.1,-2.5,1,0,1,0,-1,1,-0.79,-2.57,-2.36,1,0,1,-1,1,-1
1,-0.45,-0.36,-1.25,1,0,1,-1,0,1,-0.85,-3.99,-0.2,1,-2,1,-1,1,-1
1,-0.98,-0.8,-1.23,1,0,1,-1,-1,1,-0.87,-8.57,-0.45,1,-2,1,-1,1,-1
1,-0.98,-0.8,-1.23,1,0,1,-1,-1,1,-0.84,-8.57,-0.45,1,-3,1,-1,1,-1
1,-0.72,-0.54,-1.33,1,0,1,-1,0,1,-0.87,-5.2,-0.48,1,-3,1,-1,1,-1
1,-0.37,-0.17,-2.18,1,0,1,0,0,1,-0.84,-3.08,-0.5,1,0,1,-1,1,-1
1,-0.3,-0.1,-3,1,0,1,-1,-1,1,-0.78,-2.46,-0.48,1,0,1,-1,1,-1
1,-0.36,-0.24,-1.5,1,0,1,-1,0,1,-0.8,-3.51,-0.32,1,-1,1,-1,1,-1
1,-0.58,-0.24,-2.42,1,0,1,-2,-1,1,-0.85,-3.37,-0.48,1,0,1,-1,1,-1
1,-0.53,-0.1,-5.3,1,0,1,0,-1,1,-0.84,-2.57,-0.48,1,0,-1,1,1,-1
1,-0.51,-0.1,-5.1,1,0,1,-3,-1,1,-0.85,-3.76,-0.48,1,0,-1,1,1,-1
1,-0.34,-0.1,-3.4,1,0,1,0,-1,1,-0.8,-2.57,-0.48,1,0,-1,1,1,-1
1,-0.57,-0.1,-5.7,1,0,1,-3,-1,1,-0.87,-3.76,-0.48,1,0,-1,1,1,-1
1,-0.86,-0.67,-1.28,1,0,1,-1,0,1,-0.95,-6.55,-0.03,1,-2,1,-1,1,-1
1,-0.66,-0.52,-1.27,1,0,1,-1,0,1,-0.89,-5.55,-0.48,1,-2,1,-1,1,-1
1,-0.78,-0.54,-1.44,1,0,1,0,0,1,-0.95,-5.1,-0.5,1,-1,1,-1,1,-1
1,-0.36,-0.26,-1.38,1,0,1,-1,0,1,-0.82,-4.02,-0.02,1,-1,1,-1,1,-1
1,-0.36,-0.11,-3.27,1,0,1,-2,0,1,-0.78,-3.39,-0.11,1,0,1,-1,1,-1
1,-0.58,-0.25,-2.32,1,0,1,-2,-1,1,-0.93,-3.85,-0.48,1,0,1,-1,1,-1
1,-0.55,-0.25,-2.2,1,0,1,-2,-1,1,-0.93,-3.85,-0.48,1,0,1,-1,1,-1
1,-0.57,-0.47,-1.21,1,0,1,0,0,1,-0.89,-3.11,-0.48,1,0,1,-1,1,-1
1,-1.36,-1.3,-1.05,1,0,1,0,0,1,-1.14,-2.68,-0.09,1,0,1,1,1,-1
1,-0.63,-0.27,-2.33,1,0,1,-2,-1,1,-0.85,-3.88,-0.48,1,0,1,-1,1,-1
1,-0.52,-0.2,-2.6,1,0,1,-1,-1,1,-0.86,-3.48,-0.15,1,-2,1,-1,1,-1
1,-0.6,-0.46,-1.3,1,-1,1,0,0,1,-0.84,-4.29,-0.48,1,0,1,-1,1,-1
1,-0.54,-0.38,-1.42,1,0,1,-1,0,1,-0.84,-3.99,-0.48,1,-1,1,-1,1,-1
1,-0.33,-0.09,-3.67,1,0,1,-1,0,1,-0.79,-2.48,-0.48,1,0,1,-1,1,-1
1,-1.88,-1.77,-1.06,1,0,1,0,0,1,-0.91,-4.36,-0.48,1,-3,1,-1,1,-1
1,-0.37,-0.17,-2.18,1,0,1,0,0,1,-0.81,-3.08,-0.48,1,0,1,-1,1,-1
1,-0.68,-0.51,-1.33,1,0,1,-1,0,1,-0.9,-4.53,-0.48,1,-1,1,-1,1,-1
1,-0.63,-0.41,-1.54,1,0,1,-1,-1,1,-0.85,-4.51,-0.48,1,0,1,-1,1,-1
1,-0.45,-0.3,-1.5,1,0,1,0,0,1,-0.86,-3.11,-0.48,1,0,1,-1,1,-1
1,-0.32,-0.21,-1.52,1,0,1,0,0,1,-0.86,-2.6,-2.4,1,0,1,-1,1,-1
1,-0.33,-0.21,-1.57,1,0,1,0,0,1,-0.83,-2.6,-0.48,1,0,1,-1,1,-1
1,-0.35,-0.24,-1.46,1,0,1,0,0,1,-0.82,-3.11,-0.45,1,0,1,-1,1,-1
1,-0.47,-0.27,-1.74,1,0,1,0,0,1,-0.8,-3.6,-0.5,1,0,1,-1,1,-1
1,-0.76,-0.58,-1.31,1,0,1,-4,-1,-1,-0.86,-5.85,-0.31,1,-1,1,-1,1,-1
1,-0.38,-0.18,-2.11,1,0,1,0,0,1,-0.85,-3.08,-0.5,1,0,1,-1,1,-1
1,-0.27,-0.16,-1.69,1,0,1,0,0,1,-0.77,-2.09,-0.48,1,0,1,-1,1,-1
1,-0.58,-0.32,-1.81,1,0,1,0,0,1,-0.8,-3.11,-0.67,1,0,1,-1,1,-1
1,-0.33,-0.19,-1.74,1,0,1,0,0,1,-0.81,-2.09,-0.48,1,0,1,-1,1,-1
1,-0.36,-0.25,-1.44,1,0,1,-1,0,1,-0.79,-3,-2.78,1,0,1,-1,1,-1
1,-0.75,-0.61,-1.23,1,0,1,0,0,1,-1.04,-2.81,-0.48,1,0,1,-1,1,-1
1,-0.95,-0.67,-1.42,1,0,1,0,-1,1,-0.9,-6.67,-0.48,1,0,1,1,-1,-1
1,-0.23,-0.09,-2.56,1,0,1,0,-1,1,-0.71,-2.06,-0.45,1,0,1,1,1,-1
1,-0.4,-0.25,-1.6,1,0,1,0,0,1,-0.87,-2.57,-2.62,1,0,1,-1,1,-1
1,-1.41,-1.27,-1.11,1,0,1,-1,0,1,-1.12,-3.64,-3.53,1,0,1,-1,1,-1
1,-0.37,-0.11,-3.36,1,0,1,0,-1,1,-0.81,-2.57,-0.48,1,0,-1,1,1,-1
1,-0.71,-0.55,-1.29,1,-1,1,-1,0,1,-0.87,-5.2,-0.48,1,-1,1,-1,1,-1
1,-0.39,-0.24,-1.63,1,0,1,0,0,1,-0.82,-3.08,-0.48,1,0,1,-1,1,-1
1,-0.46,-0.31,-1.48,1,0,1,0,0,1,-0.8,-3.6,-0.48,1,0,1,-1,1,-1
1,-0.57,-0.38,-1.5,1,0,1,0,0,1,-0.95,-4.86,-0.48,1,0,1,-1,1,-1
1,-0.41,-0.25,-1.64,1,0,1,0,0,1,-0.82,-3.08,-0.48,1,0,1,-1,1,-1
1,-0.28,-0.18,-1.56,1,0,1,0,0,1,-0.82,-2.09,-0.48,1,0,1,-1,1,-1
1,-0.5,-0.21,-2.38,1,0,1,0,-1,1,-0.83,-3.08,-0.45,1,-3,1,-1,1,-1
1,-0.55,-0.31,-1.77,1,0,1,0,0,1,-0.85,-3.11,-0.48,1,0,1,-1,1,-1
1,-0.6,-0.38,-1.58,1,0,1,0,0,1,-0.92,-4.86,-0.48,1,0,1,-1,1,-1
1,-1.23,-0.95,-1.29,1,0,1,-5,-2,1,-1.01,-7.57,-0.48,1,0,1,1,1,-1
1,-0.56,-0.31,-1.81,1,0,1,0,-1,1,-0.93,-3.57,-0.5,1,0,1,-1,1,-1
1,-0.85,-0.69,-1.23,1,0,1,0,0,1,-0.92,-5.48,-0.48,1,0,1,-1,1,-1
1,-0.52,-0.39,-1.33,1,0,1,-1,0,1,-0.88,-4.48,-0.02,1,0,1,-1,1,-1
1,-1.39,-1.24,-1.12,1,0,1,-1,0,1,-1.02,-7.5,-0.15,1,0,1,-1,1,-1
1,-0.58,-0.11,-5.27,1,0,1,-5,-1,1,-0.87,-4.56,-0.48,1,0,-1,1,1,-1
1,-0.57,-0.1,-5.7,1,0,1,-5,-1,1,-0.87,-4.56,-0.48,1,0,-1,1,1,-1
1,-0.34,-0.25,-1.36,1,0,1,0,0,1,-0.8,-2.57,-0.67,1,0,1,-1,1,-1
1,-0.35,-0.22,-1.59,1,0,1,0,0,1,-0.87,-3.11,-0.48,1,0,1,-1,1,-1
1,-0.37,-0.21,-1.76,1,0,1,-1,0,1,-0.79,-3.59,-0.48,1,0,1,-1,1,-1
1,-0.69,-0.59,-1.17,1,0,1,0,0,1,-0.82,-5.13,-0.48,1,0,1,-1,1,-1
1,-0.38,-0.25,-1.52,1,0,1,0,0,1,-0.84,-3.08,-1.34,1,0,1,-1,1,-1
1,-0.45,-0.16,-2.81,1,0,1,0,0,1,-0.84,-2.09,-0.48,1,0,1,-1,1,-1
1,-0.43,-0.27,-1.59,1,0,1,0,0,1,-0.76,-3.62,-4.16,1,0,1,-1,1,-1
1,-1.19,-1.1,-1.08,1,0,1,-1,0,1,-1.04,-6.99,-2.62,1,0,1,-1,1,-1
1,-0.46,-0.11,-4.18,1,0,1,-1,-1,1,-0.86,-2.97,-0.41,1,-1,1,-1,1,-1
1,-0.46,-0.11,-4.18,1,0,1,-1,-1,1,-0.83,-2.97,-0.41,1,-1,1,-1,1,-1
1,-1.16,-0.97,-1.2,1,-1,1,-1,0,-1,-0.91,-7.17,-0.15,1,-1,1,-1,1,-1
1,-0.5,-0.31,-1.61,1,0,1,0,0,1,-0.86,-3.6,-0.98,1,0,1,-1,1,-1
1,-0.4,-0.27,-1.48,1,0,1,-1,0,1,-0.8,-4.02,-4.16,1,0,1,-1,1,-1
1,-0.47,-0.17,-2.76,1,0,1,-1,-1,1,-0.82,-3.48,-0.45,1,0,1,-1,1,-1
1,-0.67,-0.5,-1.34,1,0,1,-1,0,1,-0.87,-5.53,-0.48,1,-2,1,-1,1,-1
1,-0.46,-0.2,-2.3,1,0,1,0,-1,1,-0.84,-3.54,-0.39,1,-1,1,-1,1,-1
1,-0.49,-0.32,-1.53,1,0,1,0,0,1,-0.83,-4.08,-0.48,1,0,1,-1,1,-1
1,-0.41,-0.23,-1.78,1,0,1,0,0,1,-0.77,-3.08,-0.48,1,0,1,-1,1,-1
1,-0.29,-0.16,-1.81,1,0,1,0,0,1,-0.75,-2.6,-0.45,1,0,1,-1,1,-1
1,-0.34,-0.19,-1.79,1,0,1,0,0,1,-0.81,-3.19,-0.48,1,0,1,-1,1,-1
1,-0.59,-0.38,-1.55,1,0,1,-2,0,1,-0.9,-3.88,-0.48,1,0,1,-1,1,-1
1,-0.34,-0.24,-1.42,1,0,1,-1,0,1,-0.82,-3.48,-0.48,1,0,1,-1,1,-1
1,-0.39,-0.14,-2.79,1,0,1,0,0,1,-0.83,-3.08,-0.48,1,0,1,-1,1,-1
1,-0.52,-0.32,-1.63,1,0,1,-1,-1,1,-0.81,-3.96,-0.48,1,0,1,1,-1,-1
1,-1.29,-1.1,-1.17,1,0,1,0,0,1,-0.95,-7.49,-0.67,1,-1,1,-1,1,-1
1,-0.57,-0.47,-1.21,1,0,1,0,0,1,-0.87,-3.11,-0.48,1,0,1,-1,1,-1
1,-0.3,-0.1,-3,1,0,1,-1,0,1,-0.82,-2.48,-0.48,1,0,1,-1,1,-1
1,-0.44,-0.26,-1.69,1,0,1,0,0,1,-0.85,-3.62,-0.48,1,-1,1,-1,1,-1
1,-0.3,-0.19,-1.58,1,0,1,-1,0,1,-0.79,-2.97,-0.67,1,0,1,-1,1,-1
1,-0.39,-0.24,-1.63,1,0,1,0,0,1,-0.8,-3.08,-0.48,1,0,1,-1,1,-1
1,-0.57,-0.38,-1.5,1,0,1,-2,0,1,-0.86,-4.87,-0.5,1,-5,1,-1,1,-1
1,-0.34,-0.11,-3.09,1,0,1,-1,-2,-1,-0.83,-3.45,-0.67,1,0,1,-1,1,-1
1,-0.47,-0.32,-1.47,1,0,1,0,0,1,-0.79,-3.6,-0.48,1,-1,1,-1,1,-1
1,-2.28,-2.08,-1.1,1,0,1,-1,0,1,-0.95,-6.32,-0.48,1,-6,1,-1,1,-1
1,-0.53,-0.34,-1.56,1,0,1,0,0,1,-0.85,-4.08,-0.48,1,0,1,-1,1,-1
1,-0.65,-0.53,-1.23,1,0,1,-1,0,1,-0.87,-5.2,-0.48,1,-3,1,-1,1,-1
1,-0.42,-0.2,-2.1,1,0,1,0,-1,1,-0.81,-3.06,-0.48,1,-1,-1,1,1,-1
1,-1.28,-1.12,-1.14,1,0,1,-2,0,1,-0.95,-8.25,-0.48,1,-3,1,-1,1,-1
1,-0.48,-0.33,-1.45,1,0,1,0,0,1,-0.79,-3.6,-0.48,1,-1,1,-1,1,-1
1,-0.46,-0.35,-1.31,1,0,1,0,0,1,-0.82,-3.6,-0.48,1,0,1,-1,1,-1
1,-0.83,-0.4,-2.08,1,-1,1,0,-5,-1,-0.92,-5.88,0,1,0,1,-1,1,-1
1,-0.65,-0.22,-2.95,1,0,1,0,-1,1,-0.87,-3.06,-0.48,1,-2,-1,1,1,-1
1,-1.36,-1.05,-1.3,1,0,1,-1,-1,1,-1,-5.86,-0.81,1,-1,1,1,1,-1
1,-0.44,-0.2,-2.2,1,0,1,0,-1,1,-0.83,-3.06,-0.48,1,-1,-1,1,1,-1
1,-3.22,-3.01,-1.07,1,0,1,-2,-1,1,-1.18,-6.69,-0.01,1,0,1,-1,1,-1
1,-0.42,-0.2,-2.1,1,0,1,0,-1,1,-0.86,-3.06,-0.48,1,0,-1,1,1,-1
1,-0.69,-0.55,-1.25,1,0,1,0,-1,1,-0.94,-6.13,-0.45,1,-1,1,1,1,-1
1,-0.27,-0.12,-2.25,1,0,1,0,-3,-1,-0.81,-3.54,-0.32,1,0,1,-1,1,-1
1,-0.6,-0.46,-1.3,1,0,1,0,-1,1,-0.85,-5.32,-0.48,1,0,1,-1,1,-1
1,-0.93,-0.47,-1.98,1,0,1,-8,-3,1,-0.95,-7.23,-0.48,1,0,1,-1,1,-1
1,-1.31,-1.23,-1.07,1,-1,1,-6,0,1,-0.98,-6.2,-0.01,1,0,1,-1,1,-1
1,-0.23,-0.09,-2.56,1,0,1,-1,0,1,-0.82,-1.97,-0.32,1,0,1,-1,1,-1
1,-0.2,-0.09,-2.22,1,0,1,-2,0,1,-0.76,-2.37,-0.32,1,0,1,-1,1,-1
1,-0.21,-0.09,-2.33,1,0,1,-3,0,1,-0.75,-2.77,-0.32,1,0,1,-1,1,-1
1,-0.21,-0.09,-2.33,1,0,1,-1,0,1,-0.78,-1.97,-0.32,1,0,1,-1,1,-1
1,-0.21,-0.08,-2.63,1,0,1,-1,0,1,-0.82,-1.97,-0.32,1,0,1,-1,1,-1
1,-0.46,-0.37,-1.24,1,0,1,-1,0,1,-0.83,-4.02,-0.48,1,-1,1,-1,1,-1
1,-0.2,-0.09,-2.22,1,0,1,-1,0,1,-0.72,-1.97,-0.32,1,0,1,-1,1,-1
1,-0.36,-0.18,-2,1,0,1,0,0,1,-0.76,-2.57,-0.48,1,0,1,-1,1,-1
1,-0.31,-0.18,-1.72,1,0,1,0,0,1,-0.79,-2.57,-0.23,1,0,1,-1,1,-1
1,-0.31,-0.23,-1.35,1,0,1,0,0,1,-0.77,-3.08,-0.19,1,0,1,-1,1,-1
1,-0.49,-0.29,-1.69,1,0,1,-2,0,1,-0.83,-3.37,-0.67,1,-1,1,-1,1,-1
1,-0.4,-0.18,-2.22,1,0,1,0,0,1,-0.78,-2.57,-0.48,1,0,1,-1,1,-1
1,-0.26,-0.17,-1.53,1,0,1,0,0,1,-0.76,-2.57,-0.01,1,0,1,-1,1,-1
1,-0.4,-0.18,-2.22,1,0,1,-1,-1,1,-0.83,-3.45,0,1,0,1,1,1,-1
1,-0.2,-0.1,-2,1,0,1,0,0,1,-0.73,-2.09,-0.48,1,0,1,-1,1,-1
1,-0.54,-0.3,-1.8,1,0,1,-3,-1,1,-0.85,-4.76,-0.05,1,-1,1,1,1,-1
1,-0.32,-0.23,-1.39,1,0,1,-2,0,1,-0.87,-2.88,0,1,0,1,1,1,-1
1,-0.33,-0.1,-3.3,1,0,1,-1,0,1,-0.82,-2.48,-0.48,1,0,1,-1,1,-1
1,-0.26,-0.1,-2.6,1,0,1,-1,0,1,-0.82,-2.48,-0.48,1,0,1,-1,1,-1
1,-0.27,-0.1,-2.7,1,0,1,-2,0,1,-0.82,-2.88,-0.48,1,0,1,-1,1,-1
1,-0.32,-0.09,-3.56,1,0,1,-2,0,1,-0.81,-2.88,-0.48,1,-1,1,-1,1,-1
1,-0.83,-0.52,-1.6,1,0,1,-1,-2,1,-0.96,-4.99,0,1,0,1,-1,1,-1
1,-0.39,-0.24,-1.63,1,0,1,0,0,1,-0.77,-3.08,-0.48,1,0,1,-1,1,-1
1,-0.23,-0.1,-2.3,1,0,1,-1,0,1,-0.77,-2.48,-0.08,1,-1,1,-1,1,-1
1,-0.44,-0.23,-1.91,1,0,1,0,0,1,-0.8,-3.08,-0.48,1,0,1,-1,1,-1
1,-0.28,-0.17,-1.65,1,0,1,0,0,1,-0.83,-2.6,0,1,0,1,-1,1,-1
1,-0.28,-0.13,-2.15,1,0,1,0,-3,-1,-0.8,-4.05,-0.32,1,0,1,-1,1,-1
1,-0.4,-0.24,-1.67,1,0,1,0,0,1,-0.78,-3.08,-0.48,1,0,1,-1,1,-1
1,-0.22,-0.1,-2.2,1,0,1,0,-1,1,-0.71,-2.57,-0.48,1,0,1,1,1,-1
1,-0.29,-0.09,-3.22,1,0,1,0,0,1,-0.8,-2.09,-0.67,1,0,1,-1,1,-1
1,-0.42,-0.23,-1.83,1,0,1,0,0,1,-0.8,-3.08,-0.45,1,0,1,-1,1,-1
1,-0.35,-0.23,-1.52,1,0,1,-1,0,1,-0.78,-3.48,-0.32,1,0,1,-1,1,-1
1,-0.43,-0.24,-1.79,1,0,1,0,0,1,-0.83,-3.08,-0.15,1,0,1,-1,1,-1
1,-0.21,-0.1,-2.1,1,0,1,0,0,1,-0.75,-2.09,-0.32,1,0,1,-1,1,-1
1,-0.44,-0.33,-1.33,1,0,1,0,0,1,-0.81,-4.59,-0.5,1,0,1,-1,1,-1
1,-0.23,-0.09,-2.56,1,0,1,0,-1,1,-0.81,-2.06,-0.32,1,0,1,1,1,-1
1,-0.31,-0.15,-2.07,1,0,1,0,0,1,-0.74,-2.6,-0.45,1,0,1,-1,1,-1
1,-0.23,-0.09,-2.56,1,0,1,-2,0,1,-0.74,-2.88,-0.48,1,0,1,-1,1,-1
1,-1.4,-1.11,-1.26,1,0,1,-2,-1,1,-0.99,-6.77,-0.81,1,-1,1,1,1,-1
1,-0.17,-0.09,-1.89,1,0,1,0,0,1,-0.71,-2.09,-0.39,1,0,1,-1,1,-1
1,-0.38,-0.15,-2.53,1,0,1,0,0,1,-0.8,-2.6,-0.48,1,0,1,-1,1,-1
1,-0.47,-0.36,-1.31,1,0,1,0,0,1,-0.8,-4.59,-0.5,1,0,1,-1,1,-1
1,-0.42,-0.32,-1.31,1,0,1,0,0,1,-0.8,-4.11,-0.02,1,0,1,-1,1,-1
1,-0.35,-0.09,-3.89,1,0,1,0,0,1,-0.78,-2.09,-0.48,1,0,1,-1,1,-1
1,-0.46,-0.16,-2.88,1,0,1,-1,-1,1,-0.87,-2.97,-0.48,1,0,1,-1,1,-1
1,-0.74,-0.55,-1.35,1,0,1,-1,0,1,-0.83,-6.01,-0.48,1,-1,1,-1,1,-1
1,-0.86,-0.71,-1.21,1,0,1,-1,0,1,-0.86,-5.53,-0.48,1,-1,1,-1,1,-1
1,-0.2,-0.16,-1.25,1,0,1,0,0,1,-0.77,-2.09,-0.03,1,0,1,-1,1,-1
1,-0.36,-0.14,-2.57,1,0,1,-1,-1,1,-0.76,-2.97,-0.01,1,0,1,-1,1,-1
1,-0.29,-0.1,-2.9,1,0,1,-1,-1,1,-0.8,-2.46,-0.67,1,0,1,-1,1,-1
1,-0.18,-0.09,-2,1,0,1,0,0,1,-0.77,-1.58,-0.67,1,0,1,-1,1,-1
1,-0.29,-0.09,-3.22,1,0,1,-2,0,1,-0.79,-2.37,-0.32,1,0,1,-1,1,-1
1,-0.19,-0.08,-2.38,1,0,1,-1,0,1,-0.77,-1.97,-0.32,1,0,1,-1,1,-1
1,-0.21,-0.09,-2.33,1,0,1,-1,0,1,-0.76,-1.97,-0.32,1,0,1,-1,1,-1
1,-0.36,-0.1,-3.6,1,0,1,-1,-1,1,-0.84,-2.46,-0.15,1,0,1,-1,1,-1
1,-0.16,-0.09,-1.78,1,0,1,0,0,1,-0.7,-1.58,-0.01,1,0,1,-1,1,-1
1,-0.15,-0.09,-1.67,1,0,1,0,0,1,-0.7,-1.58,0,1,0,1,-1,1,-1
1,-0.69,-0.52,-1.33,1,0,1,0,0,1,-0.92,-3.68,-0.48,1,0,1,-1,1,-1
1,-0.9,-0.75,-1.2,1,0,1,0,0,1,-0.93,-4.44,-0.48,1,-1,1,-1,1,-1
1,-0.58,-0.39,-1.49,1,0,1,-2,0,1,-0.86,-4.87,-0.5,1,-5,1,-1,1,-1
1,-0.45,-0.2,-2.25,1,0,1,0,0,1,-0.85,-3.08,-0.48,1,0,1,-1,1,-1
1,-2.6,-2.36,-1.1,1,0,1,0,0,1,-0.96,-6.38,-0.48,1,-3,1,-1,1,-1
1,-0.56,-0.45,-1.24,1,0,1,0,0,1,-0.9,-2.6,-0.01,1,0,1,-1,1,-1
1,-0.38,-0.24,-1.58,1,0,1,0,0,1,-0.8,-2.6,-4.16,1,0,1,-1,1,-1
1,-0.43,-0.2,-2.15,1,0,1,0,0,1,-0.81,-2.09,-0.48,1,0,1,-1,1,-1
1,-0.4,-0.21,-1.9,1,0,1,0,0,1,-0.89,-2.6,-0.48,1,0,1,-1,1,-1
1,-0.28,-0.16,-1.75,1,0,1,0,0,1,-0.77,-2.09,-0.45,1,-2,1,-1,1,-1
1,-0.5,-0.25,-2,1,0,1,0,0,1,-0.88,-2.6,-0.48,1,0,1,-1,1,-1
1,-0.59,-0.33,-1.79,1,0,1,0,0,1,-0.78,-3.11,-0.67,1,-1,1,-1,1,-1
1,-0.57,-0.27,-2.11,1,0,1,0,0,1,-0.89,-4.11,-0.5,1,0,1,-1,1,-1
1,-0.36,-0.26,-1.38,1,0,1,0,0,1,-0.79,-4.11,-0.5,1,0,1,-1,1,-1
1,-0.61,-0.53,-1.15,1,0,1,0,0,1,-0.88,-3.11,-0.02,1,0,1,-1,1,-1
1,-0.6,-0.26,-2.31,1,0,1,-1,-2,1,-0.84,-3.96,-0.31,1,0,1,-1,1,-1
1,-0.87,-0.55,-1.58,1,0,1,0,-1,1,-0.9,-5.41,-0.48,1,-1,-1,1,1,-1
1,-0.37,-0.26,-1.42,1,0,1,0,0,1,-0.75,-3.08,-0.45,1,0,1,-1,1,-1
1,-0.26,-0.17,-1.53,1,0,1,0,0,1,-0.77,-2.57,-0.32,1,0,1,-1,1,-1
-1,-1.95,-1.82,-1.07,1,0,1,0,0,1,-1.15,-5.41,-0.5,1,-1,1,-1,1,-1
1,-1.74,-1.61,-1.08,1,0,1,0,0,1,-1.06,-4.14,-0.48,1,-1,1,-1,1,-1
1,-0.56,-0.42,-1.33,1,0,1,0,0,1,-0.83,-3.6,-4.16,1,0,1,-1,1,-1
1,-0.39,-0.23,-1.7,1,0,1,0,0,1,-0.81,-3.08,-0.32,1,0,1,-1,1,-1
1,-0.51,-0.31,-1.65,1,0,1,0,0,1,-0.87,-3.11,-0.48,1,-1,1,-1,1,-1
1,-1.83,-1.34,-1.37,1,0,1,-15,-3,1,-1.05,-12.54,-0.48,1,0,1,1,1,-1
